CFG,Site,Version,Measure,NovW117,NovW217,NovW317,NovW417,DecW117,DecW217,DecW317,DecW417,DecW517,JanW117,JanW217,JanW317,JanW417,JanW517
FP_S2316M_BASE_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,11,10,8,8,8,8,8
FP_S2316M_BASE_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,10,8,8,8,8,8
FP_S2316M_BASE_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,8,8,8,8,8
FP_S2316M_BASE_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,8,8,8,8
FP_S2316M_BASE_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,8,8,8
FP_S2316M_BASE_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,8,8
FP_S2316M_BASE_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,8
FP_S2316M_BASE_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,14,2,8,1,3,#Missing,5,1,5,7,3,4,10,5
FP_U2415GSA_CFG,NFC_Site,FY17Q3W5,MRP_Part,25,25,25,25,20,20,20,20,20,20,20,20,20,20
FP_U2415GSA_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,25,25,25,20,20,20,20,20,100,100,100,100,100
FP_U2415GSA_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,25,25,20,20,20,20,20,100,100,100,100,100
FP_U2415GSA_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,25,20,20,20,20,20,100,100,100,100,100
FP_U2415GSA_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,20,20,20,20,20,100,100,100,100,100
FP_U2415GSA_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,20,20,20,20,100,100,100,100,100
FP_U2415GSA_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,20,20,20,100,100,100,100,100
FP_U2415GSA_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,20,20,200,200,200,200,200
FP_U2415GSA_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,20,200,200,200,200,200
FP_U2415GSA_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200,200,200,200,200
FP_U2415GSA_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200,200,200,200
FP_U2415GSA_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200,200,200
FP_U2415GSA_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200,200
FP_U2415GSA_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200
FP_U2415GSA_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,146,2,13,53,12,103,34,34,17,6,9,75,3,216
FP_S2716DG_Base_CFG,NFC_Site,FY17Q3W5,MRP_Part,74,73,73,73,66,65,65,65,65,68,68,67,67,67
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,110,110,110,96,96,96,96,96,96,96,96,96,96
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,110,110,96,96,96,96,96,96,96,96,96,96
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,110,96,96,96,96,96,96,96,96,96,96
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,96,96,96,96,96,96,96,96,96,96
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,96,96,96,96,96,96,96,96,96
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,128,128,128,96,96,96,96,96
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,128,128,138,138,138,138,138
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,128,138,138,138,138,138
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,138,138,138,138,138
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,138,138,138,138
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,138,138,138
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,138,138
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,138
FP_S2716DG_Base_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,236,26,401,387,878,-20,-20,4,73,29,55,17,109,140
FP_U2417HWI_CFG,NFC_Site,FY17Q3W5,MRP_Part,70,70,70,70,55,55,55,55,55,55,55,55,55,55
FP_U2417HWI_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,35,35,35,25,25,25,25,25,25,25,25,25,25
FP_U2417HWI_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,35,35,25,25,25,25,25,25,25,25,25,25
FP_U2417HWI_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,35,25,25,25,25,25,25,25,25,25,25
FP_U2417HWI_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,25,25,25,25,25,25,25,25,25,25
FP_U2417HWI_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,25,25,25,25,25,25,25,25,25
FP_U2417HWI_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,40,40,40,40,40,40,40,40
FP_U2417HWI_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,40,40,40,40,40,40,40
FP_U2417HWI_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,40,40,40,40,40,40
FP_U2417HWI_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,40,40,40,40,40
FP_U2417HWI_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,40,40,40,40
FP_U2417HWI_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,40,40,40
FP_U2417HWI_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,40,40
FP_U2417HWI_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,40
FP_U2417HWI_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,13,17,16,35,177,24,28,32,15,28,32,16,11,17
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q3W5,MRP_Part,1000,1000,1000,1000,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,968,967,967,20,20,20,20,20,14,14,14,14,14
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,967,967,20,20,20,20,20,14,14,14,14,14
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,967,8,8,8,8,8,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,8,8,8,8,8,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,8,8,8,8,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,11,11,10,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,11,10,200,200,200,200,200
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,10,200,200,200,200,200
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200,200,200,200,200
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200,200,200,200
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200,200,200
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200,200
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,200
FP_SE2716H_BASE_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,14,-5,9,834,138,31,55,16,24,27,49,34,28,22
FP_UP2716D_CFG,NFC_Site,FY17Q3W5,MRP_Part,425,425,425,425,200,200,200,200,200,200,200,200,200,200
FP_UP2716D_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,375,375,375,242,242,242,242,242,260,260,260,260,260
FP_UP2716D_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,375,375,242,242,242,242,242,260,260,260,260,260
FP_UP2716D_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,375,242,242,242,242,242,260,260,260,260,260
FP_UP2716D_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,242,242,242,242,242,260,260,260,260,260
FP_UP2716D_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,242,242,242,242,260,260,260,260,260
FP_UP2716D_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,242,242,242,260,260,260,260,260
FP_UP2716D_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,242,242,300,300,300,300,300
FP_UP2716D_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,242,300,300,300,300,300
FP_UP2716D_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,300,300,300,300,300
FP_UP2716D_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,300,300,300,300
FP_UP2716D_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,300,300,300
FP_UP2716D_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,300,300
FP_UP2716D_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,300
FP_UP2716D_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,302,1128,157,274,296,1429,158,404,54,138,379,447,630,172
FP_UP2516D_CFG,NFC_Site,FY17Q3W5,MRP_Part,235,235,235,235,190,190,190,190,190,380,380,380,380,380
FP_UP2516D_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,165,165,165,95,95,95,95,95,380,380,380,380,380
FP_UP2516D_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,165,165,95,95,95,95,95,380,380,380,380,380
FP_UP2516D_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,165,95,95,95,95,95,380,380,380,380,380
FP_UP2516D_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,95,95,95,95,95,380,380,380,380,380
FP_UP2516D_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,95,95,95,95,380,380,380,380,380
FP_UP2516D_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,95,95,95,380,380,380,380,380
FP_UP2516D_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,95,95,190,190,190,190,190
FP_UP2516D_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,95,190,190,190,190,190
FP_UP2516D_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,190,190,190,190,190
FP_UP2516D_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,190,190,190,190
FP_UP2516D_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,190,190,190
FP_UP2516D_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,190,190
FP_UP2516D_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,190
FP_UP2516D_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,46,30,89,144,109,113,340,80,31,70,126,55,129,45
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,120,350,1575,700,525,350,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,#Missing,1075,1050,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,1075,219,258,251,194,128,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,219,258,251,194,128,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,258,251,194,128,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,365,281,185,#Missing,#Missing,#Missing,#Missing,#Missing
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,281,185,195,211,194,207,193
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,185,195,211,194,207,193
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,195,211,194,207,193
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,211,194,207,193
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,194,207,193
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,207,193
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,193
FP_SE2716H_RTL_BASE_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,312,174,20,118,265,128,145,144,92,79,106,106,137,126
FP_P2416D_CFG,NFC_Site,FY17Q3W5,MRP_Part,425,425,425,425,440,440,439,439,439,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,450,450,450,660,660,660,660,660,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,450,450,660,660,660,660,660,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,450,660,660,660,660,660,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,660,660,660,660,660,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,660,660,660,660,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,660,660,660,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,660,660,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,660,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,496,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,496,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,496,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,496,495
FP_P2416D_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,495
FP_P2416D_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,470,517,197,713,1707,628,431,982,3254,508,-959,1270,647,388
FP_E1715S_BASE_CFG,NFC_Site,FY17Q3W5,MRP_Part,1209,1209,1207,1207,1202,1202,1202,1202,1201,1376,1376,1375,1375,1375
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,1053,1052,1052,1074,1074,1074,1074,1074,1242,1242,1242,1242,1242
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,1052,1052,1074,1074,1074,1074,1074,1242,1242,1242,1242,1242
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,1052,1074,1074,1074,1074,1074,1242,1242,1242,1242,1242
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,1084,1084,1084,1084,1084,1252,1252,1252,1252,1252
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,1084,1084,1084,1084,1252,1252,1252,1252,1252
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1439,1439,1438,1252,1252,1252,1252,1252
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1439,1438,1168,1168,1168,1168,1168
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1438,1168,1168,1168,1168,1168
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1168,1168,1168,1168,1168
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1168,1168,1168,1168
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1168,1168,1168
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1168,1168
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1168
FP_E1715S_BASE_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,2794,726,839,1090,1349,832,831,775,446,599,559,1695,686,786
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q3W5,MRP_Part,26,25,25,25,24,24,24,23,23,27,27,26,26,26
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,38,37,37,34,34,34,34,34,38,38,38,38,38
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,37,37,34,34,34,34,34,38,38,38,38,38
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,37,50,50,50,50,50,54,54,54,54,54
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,50,50,50,50,50,54,54,54,54,54
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,50,50,50,50,54,54,54,54,54
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,67,67,66,54,54,54,54,54
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,67,66,64,64,64,64,64
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,66,64,64,64,64,64
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,64,64,64,64,64
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,64,64,64,64
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,64,64,64
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,64,64
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,64
FP_SE2216H_BASE_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,30,31,57,7,166,64,162,19,22,136,81,153,18,28
FP_E2216H_BASE_TAA_CFG,NFC_Site,FY17Q3W5,MRP_Part,13,13,12,12,8,8,8,8,7,9,9,9,9,8
FP_E2216H_BASE_TAA_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,20,20,20,12,12,12,12,12,14,14,14,14,14
