CFG,Site,Version,Measure,NovW117,NovW217,NovW317,NovW417,DecW117,DecW217,DecW317,DecW417,DecW517,JanW117,JanW217,JanW317,JanW417,JanW517
FP_MR2217_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,15,15,14,14,14,14,14,30,30,30,30,30
FP_MR2217_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,15,14,14,14,14,14,30,30,30,30,30
FP_MR2217_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,14,14,14,14,14,30,30,30,30,30
FP_MR2217_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,14,14,14,14,30,30,30,30,30
FP_MR2217_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,14,14,14,30,30,30,30,30
FP_MR2217_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,14,14,14,14,14,14,14
FP_MR2217_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,14,14,14,14,14,14
FP_MR2217_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,14,14,14,14,14
FP_MR2217_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,14,14,14,14
FP_MR2217_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,14,14,14
FP_MR2217_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,14,14
FP_MR2217_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,14
FP_MR2217_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,1,#Missing,4,1,19,10,6,33,22,1,2,7,18,52
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q3W5,MRP_Part,100,100,100,100,42,41,41,41,41,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,85,85,85,42,42,42,42,42,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,85,85,42,42,42,42,42,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,85,42,42,42,42,42,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,42,42,42,42,42,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,42,42,42,42,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,56,56,56,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,56,56,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,56,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,48,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,48,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,48,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,48,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,48
FP_E2417H_BASE_TAA_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,11,#Missing,270,#Missing,124,22,42,271,18,73,271,22,264,13
FP_E2417H_BASE_CFG,NFC_Site,FY17Q3W5,MRP_Part,3585,3584,3584,3584,3495,3494,3494,3494,3494,3986,3985,3985,3985,3985
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,4165,4165,4165,3707,3707,3707,3707,3707,4107,4107,4107,4107,4107
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,4165,4165,3707,3707,3707,3707,3707,4107,4107,4107,4107,4107
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,4165,3836,3836,3836,3836,3836,4225,4225,4225,4225,4225
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,3836,3836,3836,3836,3836,4225,4225,4225,4225,4225
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,3836,3836,3836,3836,4225,4225,4225,4225,4225
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,5117,5116,5116,4225,4225,4225,4225,4225
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,5116,5116,4151,4151,4151,4151,4151
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,5116,4151,4151,4151,4151,4151
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,4151,4151,4151,4151,4151
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,4151,4151,4151,4151
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,4151,4151,4151
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,4151,4151
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,4151
FP_E2417H_BASE_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,4921,2692,2178,2652,3473,2654,4462,6050,2463,3300,4609,3116,3992,4044
FP_U3417W_CFG,NFC_Site,FY17Q3W5,MRP_Part,450,450,450,450,480,480,480,480,480,530,530,530,530,530
FP_U3417W_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,403,402,402,360,360,360,360,360,381,381,381,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,402,402,360,360,360,360,360,381,381,381,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,402,360,360,360,360,360,381,381,381,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,360,360,360,360,360,381,381,381,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,360,360,360,360,381,381,381,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,360,360,360,381,381,981,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,360,360,381,381,981,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,360,381,381,981,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,381,381,981,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,381,981,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,981,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,381,381
FP_U3417W_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,381
FP_U3417W_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,307,578,438,619,1166,738,692,582,201,224,431,740,643,901
FP_P4317QGSA_CFG,NFC_Site,FY17Q3W5,MRP_Part,8,8,7,7,30,30,30,30,30,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,8,7,7,30,30,30,30,30,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,7,7,30,30,30,30,30,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,7,30,30,30,30,30,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,30,30,30,30,30,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,30,30,30,30,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,30,30,30,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,30,30,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,30,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,12,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,12,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,12,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,12,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,12
FP_P4317QGSA_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,7,2,7,5,2,3,#Missing,#Missing,3,3,2,2,2,10
FP_S2417DG_CFG,NFC_Site,FY17Q3W5,MRP_Part,225,225,225,225,80,80,80,80,80,100,100,100,100,100
FP_S2417DG_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,235,235,235,88,88,88,88,88,112,112,112,112,112
FP_S2417DG_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,235,235,88,88,88,88,88,112,112,112,112,112
FP_S2417DG_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,235,52,52,52,52,52,54,54,54,54,54
FP_S2417DG_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,52,52,52,52,52,54,54,54,54,54
FP_S2417DG_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,52,52,52,52,54,54,54,54,54
FP_S2417DG_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,70,69,69,54,54,54,54,54
FP_S2417DG_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,69,69,62,62,62,62,62
FP_S2417DG_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,69,62,62,62,62,62
FP_S2417DG_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,62,62,62,62,62
FP_S2417DG_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,62,62,62,62
FP_S2417DG_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,62,62,62
FP_S2417DG_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,62,62
FP_S2417DG_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,62
FP_S2417DG_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,20,16,69,273,1409,175,92,67,123,60,37,38,80,73
FP_S2817Q_CFG,NFC_Site,FY17Q3W5,MRP_Part,271,270,270,270,128,128,127,127,127,230,229,229,229,229
FP_S2817Q_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,273,272,272,130,130,130,130,130,230,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,272,272,130,130,130,130,130,230,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,272,130,130,130,130,130,230,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,130,130,130,130,130,230,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,130,130,130,130,230,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,174,173,173,230,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,173,173,230,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,173,230,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,230,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,230,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,230,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,230,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,230
FP_S2817Q_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,107,68,222,482,393,261,371,252,251,191,172,121,139,135
FP_SE2417HG_CFG,NFC_Site,FY17Q3W5,MRP_Part,821,821,821,821,578,578,578,578,577,457,457,457,456,456
FP_SE2417HG_CFG,NFC_Site,FY17Q4W1,MRP_Part,#Missing,848,847,847,600,600,600,600,600,484,484,484,484,484
FP_SE2417HG_CFG,NFC_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,847,847,600,600,600,600,600,484,484,484,484,484
FP_SE2417HG_CFG,NFC_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,847,600,600,600,600,600,484,484,484,484,484
FP_SE2417HG_CFG,NFC_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,600,600,600,600,600,484,484,484,484,484
FP_SE2417HG_CFG,NFC_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,600,600,600,600,484,484,484,484,484
FP_SE2417HG_CFG,NFC_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,800,800,800,484,484,484,484,484
FP_SE2417HG_CFG,NFC_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,800,800,482,482,482,482,482
FP_SE2417HG_CFG,NFC_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,800,482,482,482,482,482
FP_SE2417HG_CFG,NFC_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,482,482,482,482,482
FP_SE2417HG_CFG,NFC_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,482,482,482,482
FP_SE2417HG_CFG,NFC_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,482,482,482
FP_SE2417HG_CFG,NFC_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,482,482
FP_SE2417HG_CFG,NFC_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,482
FP_SE2417HG_CFG,NFC_Site,FY17Q4W14,Part_Cust_Sales,239,234,381,3071,1822,617,520,345,505,200,145,409,357,310
FP_SE2416H_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,-66,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing
FP_P2217H_CFG,LAX_Site,FY17Q3W5,MRP_Part,2500,2500,2500,2500,2200,2200,2200,2200,2200,2300,2300,2300,2300,2300
FP_P2217H_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,2350,2350,2350,2100,2100,2100,2100,2100,2340,2340,2340,2340,2340
FP_P2217H_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,2350,2350,2100,2100,2100,2100,2100,2340,2340,2340,2340,2340
FP_P2217H_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,2350,2100,2100,2100,2100,2100,2340,2340,2340,2340,2340
FP_P2217H_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,2100,2100,2100,2100,2100,2340,2340,2340,2340,2340
FP_P2217H_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,2100,2100,2100,2100,2340,2340,2340,2340,2340
FP_P2217H_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,2100,2100,2100,2340,2340,2340,2340,2340
FP_P2217H_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,2100,2100,2000,2000,2000,2000,2000
FP_P2217H_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,2100,2000,2000,2000,2000,2000
FP_P2217H_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,2000,2000,2000,2000,2000
FP_P2217H_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,2000,2000,2000,2000
FP_P2217H_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,2000,2000,2000
FP_P2217H_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,2000,2000
FP_P2217H_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,2000
FP_P2217H_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,2591,2499,2311,1919,4522,2071,2379,4968,1698,1746,2234,2146,3201,4811
FP_P2417H_CFG,LAX_Site,FY17Q3W5,MRP_Part,2870,2870,2870,2870,2825,2825,2825,2825,2825,2955,2955,2955,2955,2955
FP_P2417H_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,3100,3100,3100,3000,3000,3000,3000,3000,3260,3260,3260,3260,3260
FP_P2417H_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,3100,3100,3000,3000,3000,3000,3000,3260,3260,3260,3260,3260
FP_P2417H_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,3100,3000,3000,3000,3000,3000,3260,3260,3260,3260,3260
FP_P2417H_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,3000,3000,3000,3000,3000,3260,3260,3260,3260,3260
FP_P2417H_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,3000,3000,3000,3000,3260,3260,3260,3260,3260
FP_P2417H_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,3000,3000,3000,3260,3260,3260,3260,3260
FP_P2417H_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,3000,3000,3840,3840,3840,3840,3840
FP_P2417H_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,3000,3840,3840,3840,3840,3840
FP_P2417H_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,3840,3840,3840,3840,3840
FP_P2417H_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,3000,3000,3800,3800
FP_P2417H_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,3000,3800,3800
FP_P2417H_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,3800,3800
FP_P2417H_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,3800
FP_P2417H_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,3535,2775,3598,3486,5124,4660,2766,2820,923,5262,3681,1594,3455,8399
FP_P1917S_CFG,LAX_Site,FY17Q3W5,MRP_Part,175,175,175,175,125,125,125,125,125,165,165,165,165,165
FP_P1917S_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,150,150,150,140,140,140,140,140,150,150,150,150,150
FP_P1917S_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,150,150,140,140,140,140,140,150,150,150,150,150
FP_P1917S_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,150,140,140,140,140,140,150,150,150,150,150
FP_P1917S_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,140,140,140,140,140,150,150,150,150,150
FP_P1917S_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,140,140,140,140,150,150,150,150,150
FP_P1917S_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,140,140,140,150,150,150,150,150
FP_P1917S_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,140,140,120,120,120,120,120
FP_P1917S_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,140,120,120,120,120,120
FP_P1917S_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,120,120,120,120,120
FP_P1917S_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,120,120,120,120
FP_P1917S_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,120,120,120
FP_P1917S_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,120,120
